userID,artistID,predicted_weight
28,1002,638.8459
28,1013,638.8459
28,1008,638.8459
28,1004,638.84576
28,1007,638.84576
28,1010,638.8457
28,1027,638.84564
29,481,650.10913
29,1045,650.109
29,1043,650.10864
29,966,650.10864
29,1046,650.10864
29,528,650.1084
29,472,650.10834
29,55,650.0885
29,455,638.80365
29,704,638.8026
30,456,723.0263
30,315,723.021
30,321,723.02014
30,1049,723.01953
30,680,723.0191
30,1043,723.0189
31,603,723.02856
31,757,723.02844
31,1082,723.0282
31,1086,723.0277
31,1081,723.0277
31,1001,723.0276
31,1069,723.02747
31,1087,723.02747
31,1088,723.02747
31,1077,723.02747
32,1100,723.03284
32,1107,723.03284
32,1089,723.0326
32,851,723.0325
32,1099,723.0324
32,1095,723.0322
32,1093,723.03186
32,1094,723.03186
32,227,723.0309
33,1119,723.0305
33,1115,723.0305
33,1109,723.0305
33,1116,723.0305
33,56,723.0255
34,1149,723.0421
34,1167,723.0416
34,1109,723.0404
34,1161,723.0404
34,1152,723.0404
34,511,723.04016
34,53,638.84674
35,444,766.31134
36,1043,653.0276
36,1181,653.02704
36,1192,653.02673
36,1184,653.0265
36,230,653.025
37,1205,653.0316
37,374,653.0297
37,1209,653.02966
37,1098,653.02936
37,578,653.0292
37,1238,653.0287
37,1220,653.02856
38,56,723.0256
38,1090,653.0326
38,1247,653.0326
38,951,653.0326
38,1248,653.0326
38,533,653.03235
38,466,653.0322
39,13,908.7566
39,1266,653.03577
39,1269,653.03577
39,1290,653.03577
39,1283,653.03564
39,1270,653.03564
39,1251,653.0356
39,1276,653.0356
39,181,653.0346
40,1319,653.03516
40,1329,653.03467
40,1315,653.0344
40,1321,653.0344
40,1295,653.0338
40,1303,653.0333
40,34,638.8338
41,1340,654.5651
41,1358,654.56506
41,1337,654.56506
41,1349,654.56506
41,1341,654.56506
41,1374,654.56506
41,706,654.56494
42,425,654.568
42,966,654.56396
42,1090,654.56384
42,1390,654.5638
43,58,723.03955
43,227,654.56866
43,1009,654.56494
43,1405,654.56494
43,1394,654.56494
43,748,654.5648
44,215,705.9536
44,1419,654.5713
44,615,654.5703
44,1425,654.5703
45,701,705.95654
45,790,705.95575
45,1437,705.954
45,1434,705.95374
45,1440,705.9534
45,543,705.9531
45,325,705.9531
45,1431,654.57104
46,333,705.95776
46,484,705.95654
46,306,705.9555
46,1455,654.5709
46,1450,654.57056
46,352,654.5697
46,89,654.569
47,289,654.56274
47,465,654.5621
47,294,654.5618
47,540,654.5613
47,466,654.56116
47,1461,654.561
47,1244,654.5609
47,1462,654.5609
47,523,654.5608
47,293,654.5607
48,265,705.9583
48,972,705.95764
48,1472,705.9576
48,1476,705.9576
48,1471,705.9575
48,575,705.95734
48,157,705.9551
49,1400,705.9555
49,1482,705.9548
49,1493,705.9538
49,1481,705.95325
49,1504,705.95325
49,1502,705.95325
49,1490,705.95325
50,173,784.0112
50,220,778.30615
50,56,761.2978
50,159,744.8839
50,250,725.6906
50,428,719.5699
50,868,660.21826
50,982,650.0076
50,1518,635.5863
50,1517,635.5863
51,917,907.70245
51,1532,907.70233
51,1344,907.7019
51,1521,907.7018
51,1522,907.70154
51,918,907.70154
51,1257,907.70154
51,1526,907.70154
51,928,893.892
52,1548,907.7002
52,1551,907.6996
52,1539,907.6996
52,1570,705.9613
52,1543,705.9613
53,1574,893.8939
53,644,893.8939
53,1583,893.8934
53,1582,893.8933
53,1586,893.8933
53,1579,893.8933
53,310,893.89246
54,296,907.70044
54,800,907.6997
54,1597,907.6996
54,1377,907.6996
54,798,705.9614
54,288,705.9607
54,88,654.56866
55,1606,893.89417
55,1610,893.89417
55,429,761.296
55,1614,761.2959
56,438,839.94147
56,173,839.9414
56,1654,761.29803
56,207,761.298
56,604,761.2978
56,1658,761.2976
56,683,761.2975
56,1647,761.2975
56,1650,761.29736
56,1668,761.29736
57,471,761.298
57,889,761.2966
57,704,761.29614
57,1043,761.29614
57,686,761.2959
57,1675,761.2959
58,523,907.70233
58,1694,907.702
58,1693,907.702
58,1458,907.7018
58,1453,907.7018
58,291,907.7009
58,1682,893.8921
58,344,761.29626
58,333,761.29565
59,1131,839.9413
59,407,839.94104
59,710,839.9409
59,707,839.9406
59,1700,839.94055
59,1706,839.9402
59,1534,839.9402
59,599,839.93994
60,1727,839.9414
60,1754,839.9413
60,1745,839.9413
60,1163,606.6725
60,416,606.6722
61,227,1306.7427
61,1769,839.942
61,1755,839.9419
61,1779,839.9419
61,1758,839.9419
61,212,839.9398
61,65,654.5703
62,378,744.0542
62,1306,697.55896
62,51,653.0348
62,1794,606.6741
62,868,606.6739
62,238,606.67236
63,159,839.9418
63,1812,697.5598
63,1814,697.5598
63,1358,697.5593
63,1804,697.5592
63,1815,697.5592
63,1803,697.5592
63,1805,697.5592
63,952,697.5591
63,857,697.5591
64,601,744.0539
64,1841,697.5607
64,1613,697.5607
64,1838,697.5607
64,1845,697.5607
64,1835,697.5607
64,1824,697.5607
64,1641,697.56067
65,173,1306.7428
65,1678,744.05444
65,1855,744.05444
65,1872,744.05444
65,1876,744.05444
65,472,744.0541
65,333,744.0539
66,98,761.29724
66,59,705.95294
66,61,654.5707
66,1890,606.6738
66,1900,606.67377
66,1895,606.67365
66,1889,606.67346
66,1881,606.67346
68,294,1936.6836
68,283,895.7748
68,317,895.7748
68,288,895.77405
68,543,697.55896
68,1937,606.67413
68,466,606.6736
69,1627,895.77466
69,1098,895.77466
69,1969,895.77466
69,1964,895.77466
69,1973,895.77466
69,267,895.77356
70,536,1936.6837
70,1988,1936.6833
70,757,1936.6832
70,1104,1936.6831
70,1986,1936.6831
70,1984,1936.6831
70,856,1936.6831
70,614,1936.683
70,428,895.7748
70,229,895.7742
71,1998,1251.6896
71,1350,1251.6896
71,2009,744.05475
71,2004,744.05475
72,386,697.5592
72,913,606.67426
72,310,606.67395
72,792,606.67395
72,340,606.6737
72,298,606.6733
72,292,606.6732
73,1089,1936.6831
73,997,895.77454
73,1895,895.7744
73,533,895.7743
73,1711,895.77405
73,2032,895.77405
73,82,839.94116
73,36,723.02515
74,2076,1936.6838
74,2068,1936.6838
74,2077,1936.6838
74,2048,1936.6838
74,2065,1936.6838
74,2072,1936.6838
74,2075,1936.6838
74,802,1936.6837
75,2085,1936.6835
75,412,1306.7434
75,209,1306.7428
75,295,740.8728
75,288,582.16943
76,2116,1306.7435
76,2108,1306.7434
76,2114,1306.7432
76,2100,1306.7432
76,2093,1306.7432
76,393,1306.7427
76,89,761.2978
77,207,1306.743
77,190,1306.7427
77,88,839.93994
77,2124,582.1688
77,2126,582.1688
77,1239,582.1688
77,2127,582.1688
77,1512,582.1688
77,547,582.1686
78,2158,582.1692
78,2174,582.16907
78,2159,582.16895
78,2155,582.16895
78,842,582.1689
79,89,1553.5519
79,466,999.25757
79,295,926.59094
79,378,803.86884
79,157,744.8838
79,2182,674.03845
79,2179,674.03845
79,1681,613.73816
80,2206,1306.7443
80,1188,1306.7443
80,813,1306.7441
80,2190,582.1688
80,2202,582.1687
80,2205,582.1687
80,2196,582.1686
80,2201,582.1685
80,2198,582.16846
81,2228,607.9447
81,2243,607.9446
81,2220,607.9446
81,2232,607.944
81,2258,607.944
81,2241,607.944
81,2246,607.944
81,2261,607.944
82,2271,607.9441
82,2270,582.1698
82,1106,582.1693
82,2283,582.1692
82,1117,582.1692
82,2290,582.1692
82,2296,582.1692
82,2266,582.1692
82,622,582.1692
83,2321,1306.7441
83,2317,1306.7441
83,2323,1306.7441
83,2319,1306.7441
83,2328,1306.7441
83,384,1306.7439
83,2306,582.1686
83,2307,582.16846
84,1360,740.87305
84,2344,740.87305
84,1513,740.87305
84,2352,740.87305
84,735,740.8729
85,504,1553.552
85,2373,1553.5518
85,1249,905.5526
85,2367,740.8738
85,1216,740.87354
85,962,740.8734
85,2360,740.87335
85,2355,740.87335
85,2358,740.87335
85,2364,740.87335
86,229,845.27234
86,813,685.3037
86,830,677.4601
86,2380,674.03845
86,2384,674.03845
86,826,659.1776
86,809,659.1776
86,825,659.1776
86,978,650.0076
86,1677,613.73816
87,889,607.9441
87,2023,607.944
87,2396,607.944
87,686,582.1697
87,466,582.16956
87,318,582.16907
87,310,582.16895
88,1732,1553.5519
88,2399,1553.5519
88,204,1553.5519
88,1947,1553.5519
88,2419,905.5526
88,2423,905.5526
88,2407,905.55237
88,2408,905.55237
88,2409,905.55237
88,2416,905.55237
89,300,926.59094
89,289,873.33514
89,455,811.11743
89,190,807.0177
89,1180,680.9421
89,1188,680.9421
89,2428,674.03845
89,486,648.87885
89,1047,646.1476
89,1246,614.51624
90,172,1306.7437
90,2461,607.944
90,2451,607.944
90,2445,607.944
90,2465,607.944
90,360,582.1693
91,2494,905.5531
91,1889,905.5531
91,2479,905.553
91,2470,905.553
91,2481,905.55286
91,2489,905.5528
91,1534,905.55273
91,1221,905.55273
91,475,763.89417
92,306,905.5532
92,2499,905.5531
92,2518,905.5531
92,2507,905.5531
92,475,905.5531
92,2513,905.5531
92,2516,905.5531
92,2509,905.5531
92,2497,905.5531
92,1243,716.0832
94,88,1306.7437
94,199,990.90686
94,203,915.2987
94,210,905.5532
94,76,895.77405
94,2535,716.0836
94,2542,716.08356
94,1106,716.08356
94,2139,716.0835
94,2531,716.0834
95,67,1251.6891
95,288,905.55286
95,55,893.89233
95,299,763.89343
95,681,716.08374
95,2547,716.08325
95,2550,716.08325
96,288,905.553
96,99,895.7736
96,220,740.87396
97,190,607.9448
97,432,607.94434
97,2594,607.9441
97,2585,607.9441
97,2579,607.9441
97,2574,607.944
97,1977,607.944
97,845,607.944
97,210,582.1697
97,217,582.1693
98,324,990.90686
98,534,990.9067
98,917,990.9064
98,227,905.55304
98,2596,763.89386
98,300,716.08374
99,154,990.907
99,238,905.55304
99,1397,763.894
99,229,716.08386
99,159,675.722
100,1122,763.89355
100,1633,763.89355
100,618,763.89343
100,171,740.8738
101,470,990.907
101,707,990.9064
101,227,905.5532
101,1186,763.89404
101,1188,763.89404
101,1670,763.89404
101,2623,763.89404
101,2622,763.89404
101,779,763.894
101,830,763.894
102,2639,763.89343
102,192,740.8739
102,2626,716.0837
102,617,716.0834
103,89,1251.6891
103,2646,990.90686
103,963,990.9065
103,538,956.01855
103,228,905.5532
103,159,905.5525
103,475,763.89417
103,389,763.89417
103,425,763.89404
103,227,716.08356
104,1038,990.9066
104,1119,990.9066
104,693,990.9066
104,192,915.2986
104,500,915.29846
104,230,716.0838
105,2680,990.9071
105,2672,990.90686
105,778,990.90674
105,2673,990.9067
105,1945,990.9066
105,2165,990.9066
105,2695,990.9066
105,2667,990.9066
105,2694,990.9066
106,2717,990.9064
106,2710,990.9064
106,2718,763.8943
106,412,763.89417
106,2704,763.89417
107,1274,990.90735
107,1044,990.9073
107,380,990.90686
107,2739,956.01855
107,2737,956.01855
107,2741,956.01855
107,2038,956.01855
107,234,763.8937
107,198,763.89343
108,2750,956.01904
108,2770,956.01904
108,2779,956.0188
108,2753,956.01874
108,1229,956.0187
108,152,915.2986
108,12,908.7251
109,2783,990.9072
109,1807,990.9072
109,2788,990.90717
109,2372,990.9071
109,253,956.01874
109,724,956.0186
110,325,990.9072
110,294,990.907
110,295,990.9067
110,2799,956.019
110,2800,956.019
110,2798,956.019
110,2802,956.019
110,2094,956.0189
110,2092,956.0189
110,89,895.77405
111,226,782.9784
111,238,778.3061
111,197,723.3769
111,2818,674.03845
111,2822,674.03845
111,1048,624.92993
112,2833,915.2983
113,2847,915.2983
113,917,915.2982
113,920,915.2982
113,707,915.2982
113,1349,915.2982
114,2858,956.01904
114,728,956.01904
114,1804,956.01904
114,1639,956.01904
114,183,905.55273
114,77,697.5593
115,2887,956.01904
115,2869,956.0189
115,2866,956.0189
115,2874,956.0188
115,2891,956.0187
115,2886,956.0187
115,2876,956.0187
115,2880,915.2982
116,2909,915.29895
116,2915,915.29877
116,2906,915.29877
117,467,1160.9152
117,253,725.6906
117,96,716.0836
117,2937,674.03845
117,2939,674.03845
117,1008,650.0076
117,2029,613.73816
117,1883,613.73816
118,488,915.2991
118,2951,915.29895
118,2945,915.29895
118,481,915.29877
118,504,915.2986
118,2948,693.1309
119,2972,915.2991
119,517,915.299
119,821,693.1314
119,1110,693.1312
119,2969,693.1309
119,923,693.1309
119,806,675.72174
120,1470,990.90735
120,403,990.9072
120,2980,990.907
120,2979,990.907
120,498,956.0188
120,191,956.0187
120,461,915.2987
121,89,1553.5519
121,458,933.87195
121,283,827.70776
121,360,803.86884
121,542,732.124
121,161,718.5439
121,641,695.8396
121,2983,674.03845
122,1422,915.2991
122,586,915.29895
122,3019,693.1312
122,2997,693.1311
122,2624,693.1311
122,3001,693.13086
122,3018,693.13086
123,366,915.29895
123,3042,693.1312
123,3027,693.1312
123,1195,693.1312
123,1409,693.1312
123,805,693.1311
123,779,693.1311
124,182,990.9067
124,187,956.0189
124,157,915.2987
124,7,874.9363
124,407,751.6377
124,1099,693.1312
124,377,693.1309
124,954,675.7219
124,229,675.7215
125,706,852.6478
125,306,751.6372
125,3062,693.1315
125,1249,693.1315
125,3061,693.1314
126,67,1251.689
126,292,1162.3933
126,456,811.11743
126,184,784.0113
126,2523,674.03845
126,3077,674.03845
126,486,648.87885
126,674,641.55786
126,1246,614.51624
127,89,1306.7439
127,2790,915.2986
127,3094,915.2982
127,1249,915.2982
127,3092,915.2982
127,3085,915.2982
128,3114,675.72174
128,622,675.7217
128,211,675.7217
128,1075,675.7217
128,3116,675.7217
128,3103,675.7217
129,299,852.6478
129,333,752.10266
129,389,693.1312
129,325,693.1311
129,352,675.7218
129,523,675.7215
129,525,675.7215
130,972,751.63745
130,701,751.63745
130,535,730.2801
130,290,693.1315
130,298,693.1315
130,461,693.1312
130,523,693.1311
130,285,675.7216
131,3131,915.29834
131,3163,915.29834
131,3153,915.29834
132,289,915.2987
132,333,852.64795
132,310,751.6373
132,294,738.1877
132,461,693.1315
132,2094,693.1315
132,2440,693.1312
132,543,693.1311
132,542,693.1311
132,528,693.1309
133,290,915.2991
133,325,751.63745
133,349,693.1311
133,797,675.7218
133,701,675.72156
134,344,752.1027
134,3177,751.6376
134,67,744.0543
134,308,693.13135
135,166,956.0188
135,930,852.6477
135,487,752.1024
135,3185,751.63763
135,352,751.63745
135,466,751.6372
135,173,693.1314
135,289,693.1314
135,292,693.1312
135,288,693.1312
136,55,839.94116
136,310,751.6373
136,523,675.7218
136,293,675.7218
136,301,675.72174
136,306,675.7217
136,257,675.7217
136,314,675.7217
137,167,956.0187
137,246,915.29895
137,3203,751.63745
137,1781,751.63745
137,1464,751.6374
137,55,705.95996
137,289,693.1314
137,261,693.1314
137,525,675.722
139,378,675.7218
139,1131,675.7217
139,1672,675.7217
139,1650,675.7215
140,203,915.29913
140,195,915.29895
140,3263,852.648
140,3250,852.6478
140,416,846.77734
140,424,751.6375
140,154,693.1315
140,217,693.131
141,54,907.7019
141,51,907.6999
141,959,852.648
141,2531,852.6479
141,2343,852.6478
141,874,852.6477
141,735,852.6477
141,298,802.6278
141,917,730.2799
141,851,730.2799
142,3284,852.648
142,3295,852.64795
142,3298,852.64795
142,3278,852.64795
142,3290,852.64795
142,3294,852.64795
142,466,751.6376
142,3288,730.2798
143,227,852.64795
143,1613,751.63763
143,986,751.63763
143,3309,751.63763
143,3302,751.63763
143,3305,751.6376
143,3310,751.6375
143,641,751.6373
144,285,852.6478
144,312,846.77747
144,3314,751.6373
144,907,751.63727
144,292,675.72174
145,456,852.648
145,701,852.64795
145,301,738.1876
145,3320,730.27997
145,1934,730.2799
145,292,675.7219
146,89,1306.7444
146,3325,852.648
146,543,852.6478
146,288,852.6477
146,330,852.6477
146,294,752.10254
146,325,751.6376
146,1444,730.2801
146,3324,730.2798
146,3323,730.2798
147,537,852.648
147,538,852.64795
147,333,852.6477
147,295,751.6374
147,293,751.6373
147,3329,730.2799
147,972,730.2799
147,679,730.27985
147,291,675.7219
148,1409,846.77734
148,785,752.10254
148,3361,730.2799
148,3360,730.2799
148,3342,730.2799
148,1986,730.2799
148,3362,730.2799
148,1206,730.27985
149,1052,730.27985
149,3370,730.2798
150,3377,751.63763
150,306,751.6376
150,528,751.63745
150,701,751.6374
150,190,751.6373
150,472,751.63727
150,378,730.2799
150,157,693.1315
151,461,744.88354
151,3173,730.27997
151,966,730.2799
152,220,979.9043
152,324,852.6478
152,3398,738.1876
152,903,738.1876
152,2788,738.1876
152,735,738.1875
153,154,752.1029
153,370,751.6375
153,518,751.63745
153,159,751.63745
153,1151,751.6373
153,3408,751.63727
153,162,730.27985
154,15,908.94946
154,1104,846.77734
154,227,751.6373
154,3428,738.1876
154,2940,738.1876
154,3239,738.1876
154,518,738.1875
154,966,738.1875
154,712,738.1875
154,952,738.1875
155,3443,846.77747
155,1244,846.77734
155,3432,846.77734
155,3437,846.77734
156,171,784.0112
156,538,732.124
156,212,731.6505
156,735,702.06116
156,3057,674.03845
156,3459,624.92993
157,1808,846.77747
157,3481,846.77747
157,947,846.77747
157,630,846.77734
157,1360,752.1028
157,2787,752.1025
157,2782,752.1024
157,3479,752.1024
157,228,675.72156
158,71,839.9396
158,294,819.952
158,2990,674.03845
158,3489,674.03845
158,1601,635.5863
158,3498,624.92993
158,3490,624.92993
158,1458,614.51624
159,72,1936.6837
159,67,1306.7437
159,70,895.7743
159,1505,738.1875
159,3502,738.1875
159,1470,730.28
159,257,730.28
161,3555,846.77747
161,3544,846.77747
161,3543,846.77734
161,3566,846.77734
161,3557,846.77734
161,56,839.94165
161,1044,752.10266
161,3549,752.1025
161,953,752.1024
161,3559,752.1024
162,293,852.64795
162,3572,738.1876
162,3579,738.1876
162,542,738.1875
162,2645,738.1875
162,462,738.1875
162,333,730.27997
162,457,730.27997
162,469,730.27985
162,67,607.944
163,2453,852.648
163,2456,751.6377
163,2451,751.6377
163,3587,751.6377
163,3589,751.6377
163,2442,751.6377
163,1459,751.63763
163,1447,751.63763
164,683,852.64795
164,1375,852.6477
164,3618,852.6477
164,622,852.6477
164,3106,852.6477
164,217,693.1314
166,205,756.53326
166,618,728.116
166,3676,674.03845
166,1985,624.92993
166,346,624.92993
166,3677,624.92993
166,1989,613.73816
166,1843,613.73816
168,2398,752.1029
168,2605,752.1029
168,1956,752.1029
168,1957,752.1029
168,1964,752.1029
168,757,752.1029
168,3701,752.1029
168,1109,752.1028
168,1163,752.1028
170,3729,752.10254
170,3720,752.10254
170,3717,752.10254
170,2369,752.10254
170,503,752.10254
170,918,752.1024
170,234,751.6373
171,445,826.45325
171,1195,752.10297
171,816,752.1028
171,412,744.8838
171,3730,744.88367
171,3030,744.88367
172,173,915.2991
172,163,915.2989
172,424,852.648
172,1804,846.77747
172,703,752.1028
172,1814,730.28
172,1206,730.27997
172,1075,730.27997
172,196,693.13135
172,207,675.72156
173,412,752.10254
173,903,744.88367
174,3097,674.03845
174,3748,674.03845
174,3755,674.03845
174,3751,624.92993
174,3756,624.92993
174,1866,613.73816
174,1639,613.73816
175,364,812.82935
175,2449,674.03845
175,2455,674.03845
175,356,624.92993
175,3581,624.92993
176,59,839.9419
176,1242,784.0111
176,2541,744.8838
176,3772,744.8838
176,965,744.88367
176,233,738.1875
176,228,730.28
176,227,730.27997
176,440,723.3769
176,40,653.0353
177,220,852.648
177,2369,792.46234
177,917,784.0111
177,599,752.1029
177,959,744.8838
177,607,744.8838
177,1418,744.8838
178,383,752.10254
178,1528,744.8839
178,3793,744.8839
178,3660,744.88385
178,2624,744.8838
178,949,744.8838
178,3784,744.8838
178,3790,744.8838
179,292,1162.3933
179,288,1162.3933
179,7,874.9421
179,378,803.86884
179,377,800.71246
179,536,732.124
179,2821,674.03845
180,1192,784.0111
180,3807,752.10297
180,3802,752.10297
180,821,752.1029
180,517,752.10266
180,3818,744.88367
180,1205,744.88367
180,3799,744.88354
180,159,693.1315
181,187,798.9527
181,173,784.0112
181,2743,674.03845
181,3829,674.03845
181,1104,660.21826
181,758,656.78156
181,3839,624.92993
181,3845,624.92993
181,3828,624.92993
181,3831,624.92993
182,344,752.1026
182,3876,744.8839
182,3883,744.88385
182,3869,744.8838
182,903,744.8838
182,3854,744.8838
182,3857,744.8838
182,986,744.88367
183,72,1251.6896
183,420,784.0111
183,3895,744.8839
183,3892,744.8838
183,1098,744.8838
183,3886,744.8838
183,1072,744.8838
183,3280,744.8838
183,1085,744.8838
184,70,1936.6833
184,67,895.7749
184,53,893.89404
184,423,784.0111
184,173,784.0111
184,3259,744.8838
184,3903,744.88367
185,61,839.9407
185,864,784.0111
185,187,730.2799
185,1014,718.5438
185,851,718.5438
185,64,606.6722
186,2619,792.4624
186,3929,792.46234
186,498,784.01135
186,2352,784.0112
186,2839,784.0111
186,289,752.1027
186,300,744.8839
186,333,744.88367
186,1455,718.54395
186,1043,718.54395
187,72,895.7742
187,852,798.95264
187,3936,792.4624
187,1062,792.4624
187,997,784.0111
187,1008,784.0111
187,227,730.28
187,959,718.54395
188,2342,784.0111
189,234,846.77734
189,3945,784.0112
189,856,784.0111
189,226,730.28
190,3976,784.0112
190,3958,784.0112
190,3970,784.0112
190,3949,784.0112
190,3971,784.0112
190,3173,784.0112
190,3950,784.0112
190,1460,784.0111
191,52,907.6997
191,1104,792.4624
191,1713,784.0112
191,868,784.0111
191,3197,784.0111
191,1791,784.0111
191,3989,784.0111
191,238,738.1875
191,1072,731.6505
192,4012,784.0114
192,3997,784.0113
192,4018,784.0112
193,4035,752.10297
193,4040,752.10297
193,4027,752.10297
193,3158,744.88367
193,4023,744.88354
193,64,606.6742
194,163,852.6477
194,416,784.0111
194,173,752.10297
194,4044,744.8839
194,4047,744.8839
194,1811,744.8839
194,1226,744.8838
194,4048,718.54395
194,3902,718.5439
194,88,607.9441
195,418,809.075
195,208,739.8282
195,733,685.3037
195,1098,646.1476
195,969,639.0085
195,4061,624.92993
195,4067,624.92993
195,4060,624.92993
196,599,792.4624
196,4074,784.0113
196,1810,784.0113
196,1977,784.0113
196,982,784.0112
196,298,752.1028
196,425,744.88385
196,498,718.54395
196,154,693.131
198,779,784.0111
198,1540,784.0111
198,4107,784.0111
198,804,784.0111
198,519,744.8838
198,512,744.8838
198,510,744.8838
198,843,718.54395
198,207,718.5439
200,2013,784.01135
200,4126,784.01135
200,1810,784.01135
200,4125,784.01135
200,709,784.0112
200,992,784.0112
200,712,784.0112
200,1397,782.9784
200,857,732.8589
200,4133,731.6505
201,72,1251.6896
201,4138,798.95276
201,1104,784.01135
202,607,784.01135
202,4158,784.0112
202,2341,784.0112
202,3509,784.0112
202,1914,731.65063
203,2203,784.0115
203,4180,784.01135
203,4166,784.01135
203,810,784.0113
203,832,784.0112
204,4208,798.95276
204,4220,798.95276
204,734,784.01135
204,3714,731.65063
204,4190,731.65063
204,4206,731.65063
204,4183,731.65063
204,4201,731.65063
205,4233,784.0113
205,4231,784.0113
205,2820,784.0113
205,1091,784.0112
205,759,723.37695
206,1787,807.0177
206,735,731.6505
206,154,675.7218
207,4257,807.0177
207,4252,807.0177
207,972,798.95276
207,1201,798.95264
207,403,778.306
207,291,752.10284
207,3079,723.3769
208,1522,807.0177
208,4279,807.0177
208,4290,807.0177
208,4285,807.0177
208,1276,807.0177
208,4281,807.0177
208,3476,802.62775
208,707,731.6505
208,1274,723.37695
209,332,896.8999
209,55,839.94073
209,378,806.2938
209,525,731.65063
209,310,725.6906
209,377,725.6906
210,4296,865.2612
210,1072,865.2612
210,165,846.77747
210,4302,802.6278
210,187,784.0113
210,288,744.88367
210,1001,739.8282
210,722,731.65063
210,4305,723.37695
210,89,716.08325
211,4317,865.2611
211,4314,802.6278
211,4315,802.6278
211,486,802.62775
211,511,784.01135
211,30,723.02026
212,4328,674.03845
212,928,639.0085
212,936,639.0085
212,4336,624.92993
212,4334,624.92993
212,2015,613.73816
213,7,874.9448
213,2247,784.0115
213,2384,784.0115
213,2244,784.0114
213,850,784.0113
213,843,784.0113
213,278,778.30615
213,489,756.5332
213,1974,731.6505
214,2020,807.0177
214,903,798.95276
214,889,798.95264
214,298,784.0111
214,292,752.10284
214,289,744.8838
214,3743,731.65063
214,329,723.3769
215,4373,807.0177
215,4368,784.0115
215,4355,784.0115
215,614,782.9784
215,88,740.87366
215,854,739.8282
215,4366,731.6505
216,72,895.77405
216,498,731.65063
216,4383,718.5438
216,4390,718.5438
216,4387,718.5438
216,4386,718.5438
216,3767,718.5438
217,2475,674.03845
217,4414,624.92993
217,4408,624.92993
217,4396,624.92993
217,4403,624.92993
217,1360,614.51624
218,1410,865.26117
218,2186,778.3061
218,1650,778.3061
218,198,752.1028
