artistID,artist_popularity,num_users,log_artist_popularity,log_num_users
72,1301308,282,14.078881238901694,5.645446897643238
73,3622,7,8.195057690895077,2.0794415416798357
74,2547,1,7.843064016692054,0.6931471805599453
75,11768,32,9.373224234877663,3.4965075614664802
76,10949,15,9.301094735244646,2.772588722239781
77,29944,43,10.307117644698563,3.784189633918261
78,2281,2,7.732807530422021,1.0986122886681098
79,1990,1,7.596392304064196,0.6931471805599453
80,7853,14,8.968778235137956,2.70805020110221
81,43961,107,10.691080903388018,4.68213122712422
82,34449,9,10.447264276441805,2.302585092994046
83,1792,1,7.491645473605133,0.6931471805599453
84,18136,41,9.805709329617423,3.7376696182833684
85,10998,21,9.305559638557117,3.091042453358316
86,24544,18,10.108263446492153,2.9444389791664403
87,1559,1,7.352441100243583,0.6931471805599453
88,69629,124,11.150950787936592,4.8283137373023015
89,1291387,611,14.071228166890352,6.416732282512326
90,3801,6,8.243282523048375,1.9459101490553132
91,7163,11,8.876823763180603,2.4849066497880004
92,1411,1,7.252762418053187,0.6931471805599453
93,14259,16,9.565213693968287,2.833213344056216
94,1575,2,7.362645270417825,1.0986122886681098
95,4099,13,8.318742252692399,2.6390573296152584
96,12008,42,9.393411647660683,3.7612001156935624
97,40042,80,10.59770915569734,4.394449154672439
98,19647,22,9.88573083094687,3.1354942159291497
99,18793,49,9.84129294894301,3.912023005428146
100,7218,19,8.88447171813916,2.995732273553991
101,14907,5,9.60965326059915,1.791759469228055
102,662,1,6.4967749901858625,0.6931471805599453
103,6495,12,8.778941881841513,2.5649493574615367
104,431,1,6.068425588244111,0.6931471805599453
105,403,1,6.0014148779611505,0.6931471805599453
106,354,1,5.872117789475416,0.6931471805599453
107,20392,24,9.922946983692347,3.2188758248682006
108,236,1,5.4680601411351315,0.6931471805599453
109,215,1,5.375278407684165,0.6931471805599453
110,215,1,5.375278407684165,0.6931471805599453
111,212,1,5.3612921657094255,0.6931471805599453
112,193,1,5.267858159063328,0.6931471805599453
113,755,4,6.628041376179533,1.6094379124341003
114,167,1,5.123963979403259,0.6931471805599453
115,163,1,5.099866427824199,0.6931471805599453
116,154,1,5.043425116919247,0.6931471805599453
117,151,1,5.0238805208462765,0.6931471805599453
118,142,1,4.962844630259907,0.6931471805599453
119,142,1,4.962844630259907,0.6931471805599453
120,805,3,6.692083742506628,1.3862943611198906
121,644,3,6.4692503167957724,1.3862943611198906
122,108,1,4.6913478822291435,0.6931471805599453
123,104,1,4.653960350157523,0.6931471805599453
124,99,1,4.605170185988092,0.6931471805599453
125,98,1,4.59511985013459,0.6931471805599453
126,2970,8,7.9966538754626075,2.1972245773362196
127,89,1,4.499809670330265,0.6931471805599453
128,89,1,4.499809670330265,0.6931471805599453
129,86,1,4.465908118654584,0.6931471805599453
130,85,1,4.454347296253507,0.6931471805599453
131,84,1,4.442651256490317,0.6931471805599453
132,91,2,4.5217885770490405,1.0986122886681098
133,83,1,4.430816798843313,0.6931471805599453
134,77,1,4.356708826689592,0.6931471805599453
135,77,1,4.356708826689592,0.6931471805599453
136,76,1,4.343805421853684,0.6931471805599453
137,1030,5,6.93828448401696,1.791759469228055
138,1305,5,7.174724309836376,1.791759469228055
139,72,1,4.290459441148391,0.6931471805599453
140,71,1,4.276666119016055,0.6931471805599453
141,1063,3,6.96979066990159,1.3862943611198906
142,70,1,4.2626798770413155,0.6931471805599453
143,70,1,4.2626798770413155,0.6931471805599453
144,69,1,4.248495242049359,0.6931471805599453
145,68,1,4.23410650459726,0.6931471805599453
146,67,1,4.219507705176107,0.6931471805599453
147,67,1,4.219507705176107,0.6931471805599453
148,239,2,5.480638923341991,1.0986122886681098
149,66,1,4.204692619390966,0.6931471805599453
150,65,1,4.189654742026425,0.6931471805599453
151,5831,9,8.671115273688494,2.302585092994046
152,88594,71,11.39183070159217,4.276666119016055
153,20203,33,9.913635883587943,3.5263605246161616
154,385306,393,12.86179569811078,5.976350909297934
155,54825,77,10.911919812973826,4.356708826689592
156,3802,10,8.24354550792826,2.3978952727983707
157,296882,266,12.60109340077639,5.58724865840025
158,729,1,6.593044534142437,0.6931471805599453
159,151103,229,11.925723620445185,5.438079308923196
160,712,1,6.569481420414296,0.6931471805599453
161,97089,121,11.483393662364191,4.804021044733257
162,32173,49,10.378913951950253,3.912023005428146
163,466104,258,13.05216620961503,5.556828061699537
164,455,1,6.1224928095143865,0.6931471805599453
165,1198,5,7.089243155027514,1.791759469228055
166,31367,70,10.353543543972167,4.2626798770413155
167,49521,47,10.810172294265048,3.871201010907891
168,404,1,6.003887067106539,0.6931471805599453
169,384,1,5.953243334287785,0.6931471805599453
170,16324,35,9.700452954144632,3.58351893845611
171,17561,34,9.773492755919941,3.5553480614894135
172,46606,83,10.74950602342493,4.430816798843313
173,245878,242,12.41259482398811,5.493061443340548
174,15030,26,9.617870014133226,3.295836866004329
175,3217,13,8.076515327552329,2.6390573296152584
176,24799,76,10.118598932153073,4.343805421853684
177,284,1,5.652489180268651,0.6931471805599453
178,4931,6,8.503499864284235,1.9459101490553132
179,368,2,5.910796644040527,1.0986122886681098
180,20046,49,9.905834795604477,3.912023005428146
181,16937,25,9.737314897481545,3.258096538021482
182,75804,129,11.235919532515682,4.867534450455582
183,8747,33,9.076580381796658,3.5263605246161616
184,23910,61,10.082093883082601,4.127134385045092
185,2653,8,7.8838232148921525,2.1972245773362196
186,15113,25,9.623376745580666,3.258096538021482
187,205195,97,12.23172089891137,4.584967478670572
188,79847,68,11.287880106366423,4.23410650459726
189,11728,21,9.369819686521504,3.091042453358316
190,485076,400,13.092062920204725,5.993961427306569
191,67187,82,11.115249939136893,4.418840607796598
192,34976,38,10.462445981601402,3.6635616461296463
193,18280,52,9.813617548107086,3.970291913552122
194,4670,5,8.449128460502108,1.791759469228055
195,113631,43,11.640720435742814,3.784189633918261
196,37812,75,10.540408237826268,4.330733340286331
197,41316,50,10.629029316531945,3.9318256327243257
198,277397,181,12.533208577031543,5.204006687076795
199,62735,128,11.046690724532112,4.859812404361672
200,4501,13,8.412277021466677,2.6390573296152584
201,8066,6,8.995536944936974,1.9459101490553132
202,12799,20,9.457200449907708,3.044522437723423
203,318221,114,12.670504531402187,4.74493212836325
204,46061,52,10.737743594055953,3.970291913552122
205,11918,20,9.385889044482708,3.044522437723423
206,37576,84,10.534147440084249,4.442651256490317
207,288520,248,12.572523152575833,5.517452896464707
208,21160,40,9.959915143834772,3.713572066704308
209,159733,157,11.981265210729262,5.062595033026967
210,37500,85,10.53212287826962,4.454347296253507
211,14090,23,9.553291574695105,3.1780538303479458
212,65145,108,11.084386183891462,4.6913478822291435
213,395,2,5.981414211254481,1.0986122886681098
214,1901,8,7.550661243105336,2.1972245773362196
215,19999,39,9.903487552536127,3.6888794541139363
216,4116,7,8.322880021769905,2.0794415416798357
217,100298,134,11.515911003810594,4.90527477843843
218,1383,5,7.232733136177615,1.791759469228055
219,5203,12,8.557182839632397,2.5649493574615367
220,116768,222,11.667952903189638,5.407171771460119
221,34165,69,10.438986276507002,4.248495242049359
222,40203,59,10.60172177214463,4.0943445622221
223,30543,42,10.32692354596553,3.7612001156935624
224,191,2,5.2574953720277815,1.0986122886681098
225,81822,125,11.312313656663084,4.836281906951478
226,69833,115,11.153876276170031,4.7535901911063645
227,662116,480,13.403197556463095,6.175867270105761
228,148452,235,11.90802368881223,5.4638318050256105
229,191979,304,12.165146478917528,5.720311776607412
230,155321,236,11.953255660404473,5.4680601411351315
231,17806,27,9.787346917401315,3.332204510175204
232,3619,3,8.194229304819817,1.3862943611198906
233,160317,138,11.984914621750923,4.9344739331306915
234,190232,258,12.156004915621056,5.556828061699537
235,11149,22,9.319194776888265,3.1354942159291497
236,5264,13,8.568836424568076,2.6390573296152584
237,17674,42,9.779906490764773,3.7612001156935624
238,42195,111,10.650080708801699,4.718498871295094
239,19342,19,9.870085875902097,2.995732273553991
240,1266,5,7.144407180321139,1.791759469228055
241,16307,26,9.699411063939143,3.295836866004329
242,37,1,3.6375861597263857,0.6931471805599453
243,34,1,3.5553480614894135,0.6931471805599453
244,33,1,3.5263605246161616,0.6931471805599453
245,11867,28,9.381600981410713,3.367295829986474
246,13716,21,9.526391218478407,3.091042453358316
247,1472,7,7.29505641646263,2.0794415416798357
248,2413,4,7.789040401657477,1.6094379124341003
249,3313,11,8.105911197986508,2.4849066497880004
250,24482,50,10.105734278137353,3.9318256327243257
251,32020,51,10.374147216543994,3.9512437185814275
252,664,6,6.499787040655854,1.9459101490553132
253,8728,25,9.07440609473535,3.258096538021482
254,20,1,3.044522437723423,0.6931471805599453
255,20,1,3.044522437723423,0.6931471805599453
256,4021,16,8.299534570332597,2.833213344056216
257,384307,241,12.859199593406261,5.488937726156687
258,9498,20,9.158941808890182,3.044522437723423
259,600,2,6.398594934535208,1.0986122886681098
260,451,4,6.113682179832232,1.6094379124341003
261,11769,30,9.373309200254322,3.4339872044851463
262,18404,22,9.820377645813121,3.1354942159291497
263,1014,6,6.922643891475888,1.9459101490553132
264,17,1,2.8903717578961645,0.6931471805599453
265,83373,82,11.331091789142997,4.418840607796598
266,8316,18,9.026056891868688,2.9444389791664403
267,23652,27,10.071245235769604,3.332204510175204
268,1417,6,7.257002707092073,1.9459101490553132
269,219,3,5.393627546352362,1.3862943611198906
270,5787,12,8.663542087751374,2.5649493574615367
271,6426,14,8.768263145371286,2.70805020110221
272,174,3,5.1647859739235145,1.3862943611198906
273,380,4,5.942799375126701,1.6094379124341003
274,15,1,2.772588722239781,0.6931471805599453
275,116,2,4.762173934797756,1.0986122886681098
276,9652,14,9.175024026848615,2.70805020110221
277,14,1,2.70805020110221,0.6931471805599453
278,14813,30,9.603327958573235,3.4339872044851463
279,74834,37,11.223040968963247,3.6375861597263857
280,14,1,2.70805020110221,0.6931471805599453
281,14,1,2.70805020110221,0.6931471805599453
282,682,2,6.52649485957079,1.0986122886681098
283,20662,38,9.936099940263604,3.6635616461296463
284,473,2,6.161207321695077,1.0986122886681098
285,120665,91,11.700781677262658,4.5217885770490405
286,1004,5,6.912742820493176,1.791759469228055
287,8630,8,9.063115652219658,2.1972245773362196
288,905423,484,13.716158621253616,6.184148890937483
289,2393140,522,14.688117287010098,6.259581464064923
290,72962,89,11.197707742323926,4.499809670330265
291,253027,260,12.441255433522729,5.564520407322694
292,1058405,407,13.872274560701054,6.0112671744041615
293,93828,128,11.449229255655098,4.859812404361672
294,162288,160,11.997133975481836,5.081404364984463
295,499318,397,13.121000449039277,5.986452005284438
296,59353,81,10.991274794565404,4.406719247264253
297,15634,21,9.65726726989194,3.091042453358316
298,129352,243,11.770300380232738,5.497168225293202
299,144710,209,11.882493929080631,5.3471075307174685
300,532545,473,13.185424557811276,6.161207321695077
301,91066,148,11.419350778326072,5.003946305945459
302,207761,305,12.244148472782403,5.723585101952381
303,2622,5,7.872073979866873,1.791759469228055
304,86342,51,11.36608301485746,3.9512437185814275
305,26762,32,10.194775615581893,3.4965075614664802
306,188634,304,12.147569209906774,5.720311776607412
307,17200,25,9.75272280064639,3.258096538021482
308,20231,43,9.915020788349802,3.784189633918261
309,14522,33,9.583488878607804,3.5263605246161616
310,110218,161,11.610224574632504,5.087596335232384
311,39111,81,10.574184604258482,4.406719247264253
312,15405,18,9.64251232291291,2.9444389791664403
313,3985,14,8.29054350077274,2.70805020110221
314,67979,106,11.126968823250108,4.672828834461906
315,3071,3,8.030084094267563,1.3862943611198906
316,117229,131,11.671893096065874,4.882801922586371
317,26534,75,10.186219895261996,4.330733340286331
318,123682,169,11.725477119671963,5.135798437050262
319,873,2,6.773080375655535,1.0986122886681098
320,26323,96,10.178236349576009,4.574710978503383
321,61849,82,11.032467377820634,4.418840607796598
322,14610,21,9.589529948672084,3.091042453358316
323,54909,60,10.913450760272918,4.110873864173311
324,55463,107,10.923489440622326,4.68213122712422
325,166644,182,12.023621080285487,5.209486152841421
326,23611,60,10.06951033636058,4.110873864173311
327,33055,79,10.405958371919365,4.382026634673881
328,63582,155,11.060101418000894,5.049856007249537
329,91169,140,11.42048117457895,4.948759890378168
330,27607,57,10.22586086477784,4.060443010546419
331,94501,134,11.456376277279043,4.90527477843843
332,24585,62,10.109932454227286,4.143134726391533
333,525844,417,13.172761771488021,6.035481432524756
334,8372,5,9.032767522204432,1.791759469228055
335,2581,2,7.856319571406588,1.0986122886681098
336,1735,1,7.459338895220296,0.6931471805599453
337,1407,1,7.249925536717988,0.6931471805599453
338,1157,2,7.05444965813294,1.0986122886681098
339,819,1,6.709304340258298,0.6931471805599453
340,41552,55,10.634724999843208,4.02535169073515
341,794,1,6.678342114654332,0.6931471805599453
342,40510,69,10.609328821154959,4.248495242049359
343,780,2,6.660575149839686,1.0986122886681098
344,525292,247,13.171711481134627,5.5134287461649825
345,527,1,6.269096283706261,0.6931471805599453
346,3322,13,8.108623268354595,2.6390573296152584
347,633,2,6.452048954437226,1.0986122886681098
348,1640,8,7.403061091090091,2.1972245773362196
349,130855,233,11.781852760938362,5.455321115357702
350,12292,13,9.41678527366734,2.6390573296152584
351,739,2,6.606650186198215,1.0986122886681098
352,67822,128,11.124656649440318,4.859812404361672
353,913,4,6.81783057145415,1.6094379124341003
354,5921,10,8.686429508661536,2.3978952727983707
355,40288,60,10.603833757822766,4.110873864173311
356,16612,20,9.71794080038648,3.044522437723423
357,3439,8,8.143226750367445,2.1972245773362196
358,280,1,5.638354669333745,0.6931471805599453
359,15533,14,9.650786448979593,2.70805020110221
360,33380,46,10.41574215482581,3.8501476017100584
361,253,1,5.537334267018537,0.6931471805599453
362,24133,36,10.091376913633546,3.6109179126442243
363,185,1,5.225746673713202,0.6931471805599453
364,15591,8,9.654513241187397,2.1972245773362196
365,177,1,5.181783550292085,0.6931471805599453
366,39882,73,10.593705446923497,4.30406509320417
367,25855,14,10.160297961320822,2.70805020110221
368,1444,1,7.275864600546533,0.6931471805599453
369,6937,8,8.844768827529695,2.1972245773362196
370,43458,37,10.679573243881636,3.6375861597263857
371,30524,45,10.326301298978905,3.828641396489095
372,1069,1,6.975413927455952,0.6931471805599453
373,729,1,6.593044534142437,0.6931471805599453
374,31157,37,10.346826313072373,3.6375861597263857
375,60167,37,11.004895928506238,3.6375861597263857
376,3185,5,8.066521490469993,1.791759469228055
377,265362,280,12.488853978953472,5.638354669333745
378,513476,226,13.148960516695233,5.424950017481403
379,5981,9,8.696510239189893,2.302585092994046
380,7788,13,8.960467760919949,2.6390573296152584
381,1004,3,6.912742820493176,1.3862943611198906
382,1258,3,7.138073034044347,1.3862943611198906
383,31078,46,10.34428762893178,3.8501476017100584
384,2831,6,7.94873845481361,1.9459101490553132
385,595,2,6.39024066706535,1.0986122886681098
386,35347,81,10.472997092637895,4.406719247264253
387,430,1,6.066108090103747,0.6931471805599453
388,7379,11,8.906528917594517,2.4849066497880004
389,25020,48,10.127470751247781,3.8918202981106265
390,6520,10,8.782783017393202,2.3978952727983707
391,520,2,6.255750041753367,1.0986122886681098
392,364,1,5.8998973535824915,0.6931471805599453
393,8019,11,8.98969370086056,2.4849066497880004
394,1661,4,7.415776975415394,1.6094379124341003
395,1866,4,7.532088143541722,1.6094379124341003
396,10086,15,9.219002745054835,2.772588722239781
397,5901,8,8.683046555502886,2.1972245773362196
398,306,1,5.726847747587197,0.6931471805599453
399,5229,6,8.56216655705897,1.9459101490553132
400,13418,23,9.504426892100957,3.1780538303479458
401,1200,3,7.0909098220799835,1.3862943611198906
402,280,1,5.638354669333745,0.6931471805599453
403,36370,75,10.50152703279139,4.330733340286331
404,918,3,6.823286122355687,1.3862943611198906
405,17190,39,9.752141270041493,3.6888794541139363
406,1543,4,7.342131730584722,1.6094379124341003
407,28823,33,10.26896365242793,3.5263605246161616
408,6867,11,8.834628222017367,2.4849066497880004
409,4596,7,8.433159195806228,2.0794415416798357
410,976,4,6.884486652042782,1.6094379124341003
411,237,1,5.472270673671475,0.6931471805599453
412,102334,150,11.53600702441355,5.017279836814924
413,3464,5,8.150467911624004,1.791759469228055
414,229,1,5.438079308923196,0.6931471805599453
415,228,1,5.43372200355424,0.6931471805599453
416,49647,55,10.812713386688161,4.02535169073515
417,1974,4,7.5883236773352225,1.6094379124341003
418,133955,153,11.805266666802732,5.0369526024136295
419,7901,18,8.974871170971337,2.9444389791664403
420,15615,38,9.656051308652874,3.6635616461296463
421,9706,22,9.180602553712227,3.1354942159291497
422,5377,11,8.59007183682881,2.4849066497880004
423,42305,57,10.652684198947096,4.060443010546419
424,130227,184,11.777042039399301,5.220355825078324
425,53054,128,10.87908439030769,4.859812404361672
426,16506,21,9.71153981234754,3.091042453358316
427,7522,17,8.925720273560222,2.8903717578961645
428,37532,58,10.53297582498551,4.07753744390572
429,91740,162,11.426724668462366,5.093750200806762
430,45886,80,10.73393713153216,4.394449154672439
431,2539,7,7.8399193600125825,2.0794415416798357
432,30083,77,10.311748747946293,4.356708826689592
433,22039,35,10.00061426326685,3.58351893845611
434,11859,29,9.380926672551716,3.4011973816621555
435,1267,4,7.145196134997171,1.6094379124341003
436,88270,124,11.388166906827415,4.8283137373023015
437,25748,42,10.15615107038633,3.7612001156935624
438,11314,17,9.333884558067638,2.8903717578961645
439,100819,95,11.521092027636621,4.564348191467836
440,40234,55,10.602492542580233,4.02535169073515
441,99296,141,11.505870638096525,4.955827057601261
442,1478,7,7.2991214627108,2.0794415416798357
443,8167,15,9.007979359844501,2.772588722239781
444,22661,36,10.028444791940512,3.6109179126442243
445,8673,30,9.068085324395312,3.4339872044851463
446,1938,7,7.569927655242652,2.0794415416798357
447,11518,25,9.351753124926507,3.258096538021482
448,1431,8,7.266827347520591,2.1972245773362196
449,177,1,5.181783550292085,0.6931471805599453
450,16857,44,9.732580600557428,3.8066624897703196
451,2241,3,7.715123603632105,1.3862943611198906
452,1260,3,7.13966033596492,1.3862943611198906
453,37287,35,10.526426838052577,3.58351893845611
454,6986,18,8.85180655855245,2.9444389791664403
455,153101,95,11.938859644917732,4.564348191467836
456,64596,54,11.075923249063857,4.007333185232471
457,6007,10,8.700847193443972,2.3978952727983707
458,200027,100,12.206212635731088,4.61512051684126
459,12715,29,9.450616322030694,3.4011973816621555
460,11251,17,9.328301169609748,2.8903717578961645
461,489065,286,13.100252728674622,5.659482215759621
462,15267,12,9.63351441386512,2.5649493574615367
463,8120,17,9.002208578282412,2.8903717578961645
464,94179,152,11.452963123797545,5.030437921392435
465,38190,64,10.550355164741893,4.174387269895637
466,384405,362,12.859454564697355,5.8944028342648505
467,15661,15,9.658992675310882,2.772588722239781
468,44673,91,10.707146955893503,4.5217885770490405
469,4103,13,8.319717386850606,2.6390573296152584
470,43710,46,10.685355065655601,3.8501476017100584
471,16155,42,9.690046776683303,3.7612001156935624
472,29041,55,10.276498337090683,4.02535169073515
473,1125,2,7.026426808699636,1.0986122886681098
474,5585,13,8.628018746505122,2.6390573296152584
475,321011,204,12.67923378459099,5.3230099791384085
476,8961,13,9.100748695346088,2.6390573296152584
477,808,5,6.695798917058491,1.791759469228055
478,2885,8,7.9676267393338165,2.1972245773362196
479,18450,24,9.822873848541882,3.2188758248682006
480,622,4,6.434546518787453,1.6094379124341003
481,44240,86,10.69740723991905,4.465908118654584
482,4315,7,8.370084326378025,2.0794415416798357
483,597,4,6.393590753950631,1.6094379124341003
484,14332,56,9.570319849923216,4.04305126783455
485,25380,45,10.141756141595407,3.828641396489095
486,485532,216,13.093002535567331,5.37989735354046
487,68917,38,11.140672671068161,3.6635616461296463
488,68306,89,11.131767529326275,4.499809670330265
489,27179,52,10.210236687705134,3.970291913552122
490,19736,29,9.890250325754108,3.4011973816621555
491,7834,15,8.966356154790121,2.772588722239781
492,19454,31,9.875859385418654,3.4657359027997265
493,46295,46,10.742810843253675,3.8501476017100584
494,10180,16,9.228278517107196,2.833213344056216
495,4053,3,8.307459327011946,1.3862943611198906
496,7112,11,8.869679374733515,2.4849066497880004
497,43559,78,10.681894577046897,4.3694478524670215
498,963449,399,13.778275871354047,5.991464547107982
499,75634,70,11.2336744179963,4.2626798770413155
500,51566,82,10.850637211996267,4.418840607796598
501,24781,35,10.117872862176439,3.58351893845611
502,4378,9,8.384575666801398,2.302585092994046
503,237148,67,12.376443914556377,4.219507705176107
504,71488,73,11.17729887069272,4.30406509320417
505,2796,3,7.936302693201959,1.3862943611198906
506,35700,48,10.482933978579906,3.8918202981106265
507,23743,34,10.075085145967106,3.5553480614894135
508,1676,3,7.424761761823209,1.3862943611198906
509,1600,2,7.3783837129967145,1.0986122886681098
510,16056,25,9.683900170549684,3.258096538021482
511,493024,185,13.10831516167827,5.225746673713202
512,62933,67,11.049841837189659,4.219507705176107
513,1250,1,7.1316985104669115,0.6931471805599453
514,9409,15,9.149528232579426,2.772588722239781
515,9786,22,9.18881025342582,3.1354942159291497
516,10234,14,9.23356849809539,2.70805020110221
517,58163,96,10.971021885633377,4.574710978503383
518,78342,98,11.268851901099827,4.59511985013459
519,16794,19,9.728836502046393,2.995732273553991
520,1267,2,7.145196134997171,1.0986122886681098
521,6881,14,8.836664586357426,2.70805020110221
522,8135,11,9.004053937728395,2.4849066497880004
523,85160,125,11.352298861540632,4.836281906951478
524,46370,43,10.744429542820429,3.784189633918261
525,65902,145,11.09593924297492,4.983606621708336
526,34090,89,10.436788698817288,4.499809670330265
527,50645,45,10.832615533211776,3.828641396489095
528,58312,118,10.973580332043829,4.77912349311153
529,2264,10,7.725330037917135,2.3978952727983707
530,9185,27,9.12543586488574,3.332204510175204
531,15014,69,9.616804980417431,4.248495242049359
532,34002,68,10.434204034999912,4.23410650459726
533,165975,210,12.019598478572975,5.351858133476067
534,38608,58,10.561240688896971,4.07753744390572
535,30324,66,10.31972773381225,4.204692619390966
536,70828,91,11.168023800336554,4.5217885770490405
537,61679,73,11.029715008237211,4.30406509320417
538,57009,140,10.950981970025628,4.948759890378168
539,7833,30,8.966228514225776,3.4339872044851463
540,79486,130,11.283348765258662,4.875197323201151
541,3236,14,8.082402253926244,2.70805020110221
542,50241,87,10.824606609266924,4.477336814478207
543,73597,105,11.206373130434706,4.663439094112067
544,115538,153,11.65736341428655,5.0369526024136295
545,26168,41,10.172330783101328,3.7376696182833684
546,22518,80,10.02211467629434,4.394449154672439
547,32234,44,10.38080809774472,3.8066624897703196
548,48631,77,10.792037029428558,4.356708826689592
549,2207,2,7.699842407396986,1.0986122886681098
550,908,1,6.812345094177479,0.6931471805599453
551,850,1,6.7464121285733745,0.6931471805599453
552,849,1,6.745236349484363,0.6931471805599453
553,843,1,6.738152494595957,0.6931471805599453
554,16810,54,9.72978871303306,4.007333185232471
555,831,1,6.723832440821209,0.6931471805599453
556,812,1,6.70073110954781,0.6931471805599453
557,809,1,6.697034247666484,0.6931471805599453
558,772,1,6.650279048587422,0.6931471805599453
559,1002,3,6.910750787961936,1.3862943611198906
560,798,2,6.683360945766275,1.0986122886681098
561,724,1,6.586171654854675,0.6931471805599453
562,58438,92,10.975738754150811,4.532599493153256
563,1646,5,7.4067107301776405,1.791759469228055
564,899,2,6.802394763324311,1.0986122886681098
565,6204,17,8.733110697638708,2.8903717578961645
566,735,2,6.601230118728877,1.0986122886681098
567,3019,10,8.013012110368916,2.3978952727983707
568,665,1,6.501289670540389,0.6931471805599453
569,5053,6,8.52793528794814,1.9459101490553132
570,2988,8,8.002694162283937,2.1972245773362196
571,654,1,6.484635235635252,0.6931471805599453
572,5790,14,8.66406026722579,2.70805020110221
573,1461,4,7.2875606403097235,1.6094379124341003
574,1209,3,7.098375638590786,1.3862943611198906
575,7064,22,8.862908295118627,3.1354942159291497
576,4286,11,8.363342466597977,2.4849066497880004
577,652,2,6.481577129276431,1.0986122886681098
578,5404,10,8.595079730073309,2.3978952727983707
579,635,1,6.455198563340122,0.6931471805599453
580,5980,14,8.696343057044556,2.70805020110221
581,4275,6,8.360773272144936,1.9459101490553132
582,1848,8,7.522400231387125,2.1972245773362196
583,3916,16,8.27308133366583,2.833213344056216
584,1061,2,6.967909201801884,1.0986122886681098
585,10218,20,9.23200401161221,3.044522437723423
586,641,2,6.464588303689961,1.0986122886681098
587,621,1,6.432940092739179,0.6931471805599453
588,802,3,6.688354713946762,1.3862943611198906
589,619,1,6.429719478039138,0.6931471805599453
590,1141,2,7.040536390215956,1.0986122886681098
591,1644,7,7.405495663199472,2.0794415416798357
592,25239,15,10.13618531665515,2.772588722239781
593,616,2,6.424869023905388,1.0986122886681098
594,609,1,6.413458957167357,0.6931471805599453
595,607,1,6.410174881966167,0.6931471805599453
596,602,1,6.401917196727186,0.6931471805599453
597,601,1,6.400257445308821,0.6931471805599453
598,601,1,6.400257445308821,0.6931471805599453
599,133511,198,11.801946640423239,5.293304824724492
600,835,1,6.728628613084702,0.6931471805599453
